id	0_seqid	1_start	2_end	3_strand	4_length	5_type	6_Note	Mutant1_M2-count	Mutant1_M2-rpkm	Mutant1_M3-count	Mutant1_M3-rpkm	Mutant1_M4-count	Mutant1_M4-rpkm	Mutant2_M1-count	Mutant2_M1-rpkm	Mutant2_M2-count	Mutant2_M2-rpkm	Mutant2_M3-count	Mutant2_M3-rpkm	Mutant2_M4-count	Mutant2_M4-rpkm	Mutant3_M3-count	Mutant3_M3-rpkm	Mutant3_M4-count	Mutant3_M4-rpkm	Mutant3_M1-count	Mutant3_M1-rpkm	Mutant3_M2-count	Mutant3_M2-rpkm	WT_M1-count	WT_M1-rpkm	WT_M2-count	WT_M2-rpkm	WT_M3-count	WT_M3-rpkm	WT_M4-count	WT_M4-rpkm
gene5687	Contig_1.16	456945	457886	-	942	gene		24	2.66	26	2.06	6	0.39	144	9.22	93	6.80	154	10.25	125	8.54	12	1.12	13	1.08	105	5.37	8	0.56	30	1.59	12	0.73	147	11.39	26	2.44
gene5688	Contig_1.16	459539	460384	-	846	gene		100	12.32	104	9.17	95	6.87	172	12.26	157	12.78	161	11.93	145	11.03	98	10.19	100	9.22	211	12.01	152	11.85	201	11.86	209	14.11	138	11.90	120	12.54
gene5689	Contig_1.16	461163	462182	-	1020	gene		47	4.80	85	6.22	64	3.84	116	6.86	84	5.67	91	5.59	110	6.94	56	4.83	83	6.35	186	8.78	109	7.05	118	5.78	140	7.84	78	5.58	100	8.67
gene5690	Contig_1.16	463264	465256	+	1993	gene		2381	124.52	3473	130.00	2866	87.93	6056	183.21	5290	182.75	5481	172.45	5862	189.21	4493	198.31	4476	175.23	8384	202.49	6234	206.29	4459	111.71	3726	106.81	4711	172.48	2706	120.03
gene5691	Contig_1.1	2183468	2184049	-	582	gene		27	4.84	38	4.87	83	8.72	13	1.35	6	0.71	9	0.97	11	1.22	6	0.91	12	1.61	25	2.07	5	0.57	79	6.78	48	4.71	15	1.88	37	5.62
gene5692	Contig_1.16	467802	473274	+	5473	gene		487	9.27	752	10.25	1038	11.60	1944	21.42	1184	14.90	1964	22.50	1981	23.28	1296	20.83	1340	19.10	2535	22.30	1644	19.81	2082	18.99	1385	14.46	1341	17.88	588	9.50
gene5693	Contig_1.16	475963	477741	+	1779	gene		44	2.58	46	1.93	110	3.78	206	6.98	102	3.95	293	10.33	256	9.26	316	15.63	407	17.85	466	12.61	188	6.97	44	1.23	23	0.74	14	0.57	21	1.04
gene5694	Contig_1.16	480736	482743	-	2008	gene		420	21.80	612	22.74	534	16.26	1244	37.35	888	30.45	1555	48.56	1467	47.00	1301	56.99	1602	62.25	2590	62.09	1149	37.74	802	19.94	506	14.40	477	17.33	426	18.75
gene5695	Contig_1.16	485049	486173	+	1125	gene		168	15.57	230	15.25	323	17.56	581	31.14	573	35.07	614	34.22	450	25.73	392	30.65	412	28.57	500	21.39	404	23.68	474	21.04	463	23.51	386	25.04	274	21.53
gene5696	Contig_1.16	486470	487129	-	660	gene		1070	168.98	1383	156.32	1499	138.88	1792	163.71	1580	164.83	1798	170.83	1619	157.80	1063	141.68	1170	138.31	1764	128.65	1303	130.20	1756	132.85	2011	174.07	1642	181.53	1273	170.50
gene5697	Contig_1.16	488136	489846	+	1711	gene		1342	81.75	1998	87.11	2184	78.05	2134	75.20	2193	88.25	2090	76.60	2153	80.95	2241	115.21	2456	111.99	2768	77.87	2360	90.96	2914	85.04	1886	62.97	2285	97.44	1663	85.92
gene5698	Contig_1.16	493853	495601	+	1749	gene		140	8.34	206	8.79	542	18.95	787	27.13	635	25.00	821	29.44	663	24.38	386	19.41	403	17.98	855	23.53	550	20.74	820	23.41	645	21.07	531	22.15	212	10.72
gene5699	Contig_1.16	496501	499698	+	3198	gene		120	3.91	204	4.76	355	6.79	441	8.31	351	7.56	384	7.53	480	9.66	329	9.05	358	8.73	582	8.76	501	10.33	572	8.93	343	6.13	313	7.14	142	3.93
gene5700	Contig_1.16	500965	501929	+	965	gene		50	5.40	75	5.80	155	9.82	137	8.56	124	8.85	130	8.45	128	8.53	99	9.02	113	9.14	165	8.23	169	11.55	187	9.68	257	15.21	119	9.00	128	11.73
gene5701	Contig_1.16	502981	503935	+	955	gene		19	2.07	33	2.58	54	3.46	1265	79.87	1257	90.63	1953	128.24	1854	124.88	2500	230.28	2484	202.94	5539	279.18	4518	312.00	49	2.56	35	2.09	384	29.34	40	3.70
gene5702	Contig_1.16	505252	506910	+	1659	gene		4	0.25	3	0.13	7	0.26	445	16.17	352	14.61	554	20.94	626	24.27	485	25.72	558	26.24	722	20.95	1280	50.88	12	0.36	13	0.45	97	4.27	6	0.32
gene5703	Contig_1.16	509794	510904	-	1111	gene		957	89.78	1293	86.82	1153	63.46	2637	143.11	2431	150.66	2413	136.19	2497	144.58	1311	103.80	1339	94.03	2536	109.87	1962	116.46	1948	87.55	1707	87.78	1446	94.97	1158	92.14
gene5704	Contig_1.16	511797	514104	+	2308	gene		414	18.70	645	20.85	752	19.92	1075	28.08	1014	30.25	1098	29.83	994	27.70	464	17.68	490	16.56	1307	27.26	845	24.15	1437	31.09	1278	31.63	818	25.86	745	28.53
gene5705	Contig_1.16	515889	517160	+	1272	gene		10	0.82	8	0.47	7	0.34	3	0.14	4	0.22	5	0.25	1	0.05	3	0.21	2	0.12	4	0.15	2	0.10	7	0.27	9	0.40	34	1.95	6	0.42
gene5706	Contig_1.16	518349	519391	+	1043	gene		66	6.60	68	4.86	73	4.28	59	3.41	77	5.08	39	2.34	51	3.15	20	1.69	22	1.65	57	2.63	48	3.04	92	4.40	92	5.04	72	5.04	56	4.75
gene5707	Contig_1.16	519690	520502	-	813	gene		6	0.77	9	0.83	5	0.38	8	0.59	10	0.85	14	1.08	8	0.63	5	0.54	8	0.77	25	1.48	13	1.05	14	0.86	5	0.35	5	0.45	8	0.87
gene5708	Contig_1.16	520954	526115	+	5162	gene		18	0.36	45	0.65	40	0.47	137	1.60	122	1.63	130	1.58	167	2.08	99	1.69	129	1.95	335	3.12	257	3.28	55	0.53	37	0.41	34	0.48	21	0.36
gene5709	Contig_1.16	530786	532432	-	1647	gene		74	4.68	96	4.35	108	4.01	365	13.36	344	14.38	342	13.02	367	14.33	189	10.09	217	10.28	600	17.54	449	17.98	145	4.40	102	3.54	173	7.66	101	5.42
gene5710	Contig_1.16	535242	535760	+	519	gene		222	44.59	293	42.11	299	35.23	1114	129.42	1157	153.49	1130	136.53	1079	133.74	809	137.12	829	124.62	1301	120.66	1281	162.78	432	41.56	480	52.84	399	56.10	314	53.48
gene5711	Contig_1.16	536692	538569	+	1878	gene		398	22.09	553	21.97	489	15.92	1053	33.81	793	29.07	936	31.25	857	29.36	495	23.19	460	19.11	1388	35.58	753	26.44	1073	28.53	843	25.64	813	31.59	622	29.28
gene5712	Contig_1.1	263501	264013	+	513	gene		72	14.63	131	19.05	115	13.71	165	19.39	128	17.18	156	19.07	159	19.94	65	11.15	97	14.75	226	21.21	127	16.33	132	12.85	141	15.70	124	17.64	112	19.30
gene5713	Contig_1.1	2193439	2195411	+	1973	gene		105	5.55	162	6.13	164	5.08	265	8.10	265	9.25	274	8.71	251	8.18	144	6.42	96	3.80	512	12.49	332	11.10	235	5.95	217	6.28	176	6.51	153	6.86
gene5714	Contig_1.16	548177	549016	+	840	gene		0	0.00	1	0.09	0	0.00	2	0.14	0	0.00	2	0.15	3	0.23	1	0.10	1	0.09	2	0.11	2	0.16	1	0.06	1	0.07	2	0.17	0	0.00
gene5715	Contig_1.16	550120	552471	-	2352	gene		89	3.94	132	4.19	182	4.73	392	10.05	236	6.91	477	12.72	336	9.19	134	5.01	143	4.74	489	10.01	338	9.48	419	8.90	355	8.62	306	9.49	179	6.73
gene5716	Contig_1.16	553803	555664	+	1862	gene		17	0.95	24	0.96	14	0.46	33	1.07	22	0.81	32	1.08	33	1.14	12	0.57	11	0.46	56	1.45	29	1.03	31	0.83	44	1.35	23	0.90	19	0.90
gene5717	Contig_1.16	556577	558138	+	1562	gene		23	1.53	29	1.39	29	1.14	57	2.20	54	2.38	48	1.93	54	2.22	25	1.41	34	1.70	68	2.10	54	2.28	56	1.79	40	1.46	44	2.06	24	1.36
gene5718	Contig_1.16	564522	566212	+	1691	gene		7	0.43	19	0.84	14	0.51	54	1.93	29	1.18	67	2.48	63	2.40	65	3.38	71	3.28	80	2.28	135	5.27	18	0.53	18	0.61	47	2.03	13	0.68
gene5719	Contig_1.16	568071	569875	+	1805	gene		5	0.29	9	0.37	6	0.20	14	0.47	8	0.31	18	0.63	11	0.39	9	0.44	19	0.82	17	0.45	17	0.62	22	0.61	18	0.57	22	0.89	11	0.54
gene5720	Contig_1.16	575038	575678	+	641	gene		274	44.56	342	39.80	694	66.20	961	90.39	956	102.69	1037	101.45	888	89.12	743	101.96	895	108.94	1729	129.84	987	101.55	720	56.09	543	48.40	390	44.39	249	34.34
gene5721	Contig_1.16	577019	578137	-	1119	gene		73	6.80	87	5.80	46	2.51	742	39.98	1720	105.83	849	47.58	942	54.15	587	46.14	676	47.13	1257	54.07	1717	101.19	51	2.28	18	0.92	127	8.28	28	2.21
gene5722	Contig_1.16	579974	581768	-	1795	gene		232	13.47	309	12.84	270	9.20	504	16.93	426	16.34	478	16.70	503	18.03	365	17.89	435	18.91	889	23.84	512	18.81	323	8.98	249	7.92	359	14.59	199	9.80
gene5723	Contig_1.16	584119	585544	+	1426	gene		330	24.12	483	25.27	431	18.48	480	20.30	475	22.93	434	19.08	507	22.87	180	11.10	186	10.18	705	23.80	419	19.38	592	20.73	487	19.51	428	21.90	418	25.91
gene5724	Contig_1.1	2196967	2197686	-	720	gene		0	0.00	0	0.00	2	0.17	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.11	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.12
gene5725	Contig_1.16	588176	590316	-	2141	gene		6476	315.28	11589	403.80	14963	427.34	6222	175.22	15548	500.00	6574	192.54	5937	178.38	11702	480.79	9111	332.02	4239	95.30	50873	1567.04	15867	370.05	18522	494.24	13565	462.30	7289	300.96
gene5726	Contig_1.16	599168	602222	-	3055	gene		600	20.47	1119	27.32	1332	26.66	914	18.04	705	15.89	955	19.60	818	17.22	523	15.06	631	16.12	1376	21.68	685	14.79	1773	28.98	1054	19.71	1149	27.44	584	16.90
gene5727	Contig_1.16	603708	605553	-	1846	gene		736	41.56	1185	47.89	767	25.41	1535	50.14	1104	41.18	1453	49.36	1222	42.58	651	31.02	1091	46.11	1823	47.54	581	20.76	1196	32.35	927	28.69	958	37.87	790	37.83
gene5728	Contig_1.16	605854	606081	-	228	gene		7	3.20	9	2.94	6	1.61	7	1.85	3	0.91	7	1.93	12	3.39	14	5.40	10	3.42	13	2.74	11	3.18	14	3.07	3	0.75	4	1.28	5	1.94
gene5729	Contig_1.16	608202	611888	+	3687	gene		634	17.92	1201	24.30	1314	21.79	1500	24.53	904	16.88	1468	24.97	1530	26.69	1074	25.62	1194	25.27	2725	35.58	1264	22.61	1767	23.93	1144	17.73	976	19.32	879	21.07
gene5730	Contig_1.16	615969	617778	+	1810	gene		41	2.36	77	3.17	136	4.59	215	7.16	166	6.31	245	8.49	199	7.07	109	5.30	137	5.91	276	7.34	146	5.32	166	4.58	183	5.78	141	5.68	94	4.59
gene5731	Contig_1.16	618240	619932	-	1693	gene		205	12.62	352	15.51	410	14.81	478	17.02	507	20.62	539	19.96	558	21.20	305	15.85	308	14.19	966	27.47	677	26.37	602	17.75	556	18.76	383	16.51	374	19.53
gene5732	Contig_1.16	620563	621469	+	907	gene		42	4.83	87	7.16	86	5.80	104	6.91	87	6.60	111	7.67	106	7.52	88	8.53	99	8.52	209	11.09	123	8.94	146	8.04	104	6.55	88	7.08	113	11.01
gene5733	Contig_1.16	623383	624082	+	700	gene		53	7.89	71	7.57	77	6.73	66	5.68	53	5.21	102	9.14	69	6.34	76	9.55	77	8.58	131	9.01	65	6.12	123	8.77	69	5.63	80	8.34	56	7.07
gene5734	Contig_1.16	628291	629802	+	1512	gene		3	0.21	6	0.30	7	0.28	18	0.72	10	0.46	27	1.12	26	1.11	6	0.35	6	0.31	20	0.64	7	0.31	5	0.17	12	0.45	9	0.43	11	0.64
gene5735	Contig_1.1	2198566	2199096	-	531	gene		0	0.00	0	0.00	0	0.00	0	0.00	2	0.26	0	0.00	0	0.00	0	0.00	0	0.00	1	0.09	0	0.00	0	0.00	1	0.11	1	0.14	0	0.00
gene5736	Contig_1.16	631810	633135	-	1326	gene		54	4.24	99	5.57	99	4.57	164	7.46	168	8.72	200	9.46	165	8.00	223	14.79	250	14.71	429	15.57	480	23.87	113	4.26	96	4.14	138	7.59	69	4.60
gene5737	Contig_1.16	638239	639782	+	1544	gene		0	0.00	0	0.00	0	0.00	3	0.12	7	0.31	2	0.08	1	0.04	2	0.11	4	0.20	12	0.37	9	0.38	3	0.10	1	0.04	1	0.05	2	0.11
gene5738	Contig_1.16	643812	645374	-	1563	gene		2	0.13	0	0.00	0	0.00	8	0.31	3	0.13	7	0.28	4	0.16	3	0.17	3	0.15	12	0.37	11	0.46	2	0.06	2	0.07	0	0.00	2	0.11
gene5739	Contig_1.16	646746	651389	-	4644	gene		322	7.23	551	8.85	680	8.95	3174	41.21	1733	25.69	2381	32.15	2985	41.35	1593	30.17	1331	22.36	2970	30.78	3343	47.47	3225	34.67	2012	24.75	1917	30.12	673	12.81
gene5740	Contig_1.16	656318	657164	-	847	gene		298	36.67	405	35.67	335	24.18	993	70.69	1077	87.55	814	60.26	899	68.28	306	31.78	328	30.21	931	52.91	814	63.38	612	36.08	616	41.55	588	50.65	493	51.45
gene5741	Contig_1.16	664222	666271	-	2050	gene		22	1.12	21	0.76	28	0.84	568	16.71	248	8.33	474	14.50	452	14.18	18	0.77	22	0.84	125	2.94	27	0.87	51	1.24	47	1.31	36	1.28	25	1.08
gene5742	Contig_1.16	667963	669984	+	2022	gene		55	2.84	71	2.62	69	2.09	688	20.52	282	9.60	518	16.06	583	18.55	16	0.70	36	1.39	143	3.40	39	1.27	53	1.31	47	1.33	58	2.09	48	2.10
gene5743	Contig_1.16	670853	671969	-	1117	gene		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.07	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
gene5744	Contig_1.16	673011	674063	-	1053	gene		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.06	0	0.00	1	0.08	1	0.07	0	0.00	1	0.06	0	0.00	0	0.00	4	0.28	1	0.08
gene5745	Contig_1.16	674604	676715	+	2112	gene		9	0.44	2	0.07	15	0.43	23	0.66	17	0.55	12	0.36	9	0.27	3	0.12	5	0.18	20	0.46	7	0.22	15	0.35	12	0.32	13	0.45	13	0.54
gene5746	Contig_1.1	2200491	2201412	-	922	gene		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.08	2	0.10	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
gene5747	Contig_1.16	677867	679257	-	1391	gene		555	41.59	762	40.87	452	19.87	609	26.40	732	36.23	525	23.67	644	29.78	708	44.77	712	39.94	781	27.03	557	26.41	718	25.77	378	15.52	295	15.47	325	20.65
gene5748	Contig_1.16	680931	682378	+	1448	gene		276	19.87	438	22.57	268	11.32	286	11.91	152	7.23	208	9.01	247	10.97	182	11.06	204	10.99	353	11.73	134	6.10	480	16.55	397	15.66	232	11.69	390	23.81
gene5749	Contig_1.16	686218	687239	+	1022	gene		886	90.36	1097	80.07	548	32.79	2785	164.31	736	49.58	2037	124.98	2423	152.51	74	6.37	113	8.63	222	10.46	31	2.00	741	36.20	759	42.43	784	55.97	821	71.01
gene5750	Contig_1.16	689006	690892	+	1887	gene		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.03	0	0.00	0	0.00	0	0.00	0	0.00
gene5751	Contig_1.16	692351	694123	+	1773	gene		2	0.12	0	0.00	0	0.00	5	0.17	1	0.04	0	0.00	1	0.04	2	0.10	3	0.13	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
gene5752	Contig_1.16	695341	696705	-	1365	gene		0	0.00	0	0.00	0	0.00	1	0.04	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
gene5753	Contig_1.16	698462	700426	+	1965	gene		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
gene5754	Contig_1.16	701669	702118	+	450	gene		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
gene5755	Contig_1.16	703967	705011	-	1045	gene		81	8.08	95	6.78	157	9.19	200	11.54	202	13.31	169	10.14	153	9.42	91	7.66	75	5.60	182	8.38	199	12.56	230	10.99	267	14.60	183	12.78	144	12.18
gene5756	Contig_1.16	722529	731167	-	8639	gene		55	0.66	66	0.57	84	0.59	137	0.96	89	0.71	82	0.60	166	1.24	224	2.28	182	1.64	87	0.48	183	1.40	37	0.21	24	0.16	41	0.35	15	0.15
gene5757	Contig_1.1	2202361	2203185	-	825	gene		3	0.38	7	0.63	8	0.59	12	0.88	6	0.50	15	1.14	10	0.78	7	0.75	4	0.38	15	0.88	7	0.56	4	0.24	7	0.48	4	0.35	3	0.32
gene5758	Contig_1.16	736334	738396	+	2063	gene		733	37.03	1134	41.01	1041	30.85	1094	31.97	514	17.15	1106	33.62	1522	47.46	1146	48.86	1071	40.50	1665	38.85	1398	44.69	722	17.47	448	12.41	415	14.68	381	16.33
gene5759	Contig_1.16	740184	741297	+	1114	gene		973	91.04	1156	77.41	1283	70.42	1285	69.55	1051	64.96	1352	76.10	1477	85.29	1291	101.94	1294	90.63	2646	114.33	2072	122.66	604	27.07	665	34.10	473	30.98	364	28.88
gene5760	Contig_1.16	750166	752236	-	2071	gene		2	0.10	2	0.07	5	0.15	4	0.12	3	0.10	1	0.03	1	0.03	1	0.04	2	0.08	4	0.09	4	0.13	3	0.07	0	0.00	1	0.04	0	0.00
gene5761	Contig_1.16	753585	755321	-	1737	gene		6951	417.11	10636	456.79	10006	352.24	9240	320.74	8538	338.43	8925	322.20	9272	343.38	5125	259.54	5752	258.37	8282	229.51	16218	615.75	14304	411.18	13278	436.71	13257	556.89	9211	468.77
gene5762	Contig_1.16	761197	763421	+	2225	gene		618	28.95	793	26.59	994	27.32	962	26.07	730	22.59	950	26.77	856	24.75	541	21.39	629	22.06	1172	25.35	1168	34.62	1643	36.87	1333	34.23	1050	34.43	552	21.93
gene5763	Contig_1.16	768262	769921	-	1660	gene		252	15.82	352	15.82	461	16.98	726	26.37	568	23.56	660	24.93	602	23.33	351	18.60	316	14.85	751	21.78	466	18.51	655	19.70	667	22.96	493	21.67	404	21.51
gene5764	Contig_1.16	771528	774257	-	2730	gene		2	0.08	3	0.08	13	0.29	15	0.33	23	0.58	17	0.39	15	0.35	5	0.16	7	0.20	15	0.26	20	0.48	10	0.18	4	0.08	13	0.35	3	0.10
gene5765	Contig_1.16	774924	776523	-	1600	gene		13	0.85	26	1.21	41	1.57	50	1.88	45	1.94	66	2.59	47	1.89	34	1.87	30	1.46	57	1.71	54	2.23	66	2.06	36	1.29	41	1.87	26	1.44
gene5766	Contig_1.16	779481	779786	+	306	gene		0	0.00	5	1.22	2	0.40	10	1.97	22	4.95	15	3.07	19	3.99	10	2.87	11	2.80	18	2.83	35	7.54	6	0.98	3	0.56	3	0.72	1	0.29
gene5767	Contig_1.16	782672	785332	-	2661	gene		401	15.71	765	21.45	344	7.90	818	18.53	1381	35.73	509	11.99	721	17.43	234	7.74	224	6.57	433	7.83	734	18.19	645	12.10	510	10.95	377	10.34	458	15.22
gene5768	Contig_1.1	2204138	2205251	-	1114	gene		129	12.07	237	15.87	182	9.99	222	12.02	206	12.73	200	11.26	192	11.09	46	3.63	45	3.15	154	6.65	175	10.36	226	10.13	226	11.59	210	13.75	166	13.17
gene5769	Contig_1.16	786318	788985	-	2668	gene		199	7.77	242	6.77	201	4.61	532	12.02	618	15.95	470	11.05	521	12.56	224	7.39	215	6.29	615	11.10	439	10.85	810	15.16	731	15.65	600	16.41	464	15.37
gene5770	Contig_1.16	789412	791166	+	1755	gene		152	9.03	187	7.95	204	7.11	388	13.33	400	15.69	378	13.51	360	13.20	134	6.72	137	6.09	375	10.29	231	8.68	394	11.21	341	11.10	327	13.60	229	11.53
gene5771	Contig_1.16	791387	792658	+	1272	gene		30	2.46	47	2.76	38	1.83	26	1.23	24	1.30	28	1.38	25	1.26	6	0.41	14	0.86	27	1.02	8	0.41	43	1.69	56	2.52	31	1.78	42	2.92
gene5772	Contig_1.16	795298	797935	+	2638	gene		350	13.83	468	13.23	380	8.81	1009	23.06	951	24.82	814	19.35	804	19.61	530	17.67	526	15.56	1046	19.09	653	16.32	730	13.82	567	12.28	876	24.23	543	18.20
gene5773	Contig_1.16	798491	799874	+	1384	gene		0	0.00	0	0.00	1	0.04	1	0.04	2	0.10	2	0.09	2	0.09	0	0.00	7	0.39	2	0.07	2	0.10	1	0.04	0	0.00	0	0.00	0	0.00
gene5774	Contig_1.16	800951	802601	-	1651	gene		54	3.41	78	3.52	59	2.19	170	6.21	219	9.13	176	6.68	153	5.96	67	3.57	66	3.12	222	6.47	128	5.11	153	4.63	149	5.16	166	7.34	91	4.87
gene5775	Contig_1.16	805601	808155	+	2555	gene		113	4.61	169	4.93	230	5.50	551	13.00	404	10.89	475	11.66	488	12.29	308	10.60	322	9.83	904	17.03	312	8.05	358	7.00	243	5.43	264	7.54	174	6.02
gene5776	Contig_1.16	813353	815991	-	2639	gene		11	0.43	19	0.54	18	0.42	80	1.83	75	1.96	74	1.76	77	1.88	22	0.73	23	0.68	67	1.22	12	0.30	26	0.49	17	0.37	20	0.55	15	0.50
gene5777	Contig_1.16	817794	819929	-	2136	gene		91	4.44	139	4.85	118	3.38	316	8.92	290	9.35	290	8.51	284	8.55	111	4.57	118	4.31	307	6.92	187	5.77	248	5.80	205	5.48	167	5.70	137	5.67
gene5778	Contig_1.16	823595	825895	+	2301	gene		180	8.15	197	6.39	212	5.63	550	14.41	298	8.92	474	12.92	411	11.49	225	8.60	285	9.66	360	7.53	485	13.90	688	14.93	644	15.99	361	11.45	280	10.76
gene5779	Contig_1.1	2212698	2214395	+	1698	gene		45	2.76	98	4.31	168	6.05	489	17.36	254	10.30	509	18.80	381	14.43	130	6.73	159	7.31	534	15.14	321	12.47	211	6.20	212	7.13	268	11.52	68	3.54
gene5780	Contig_1.16	828804	831935	+	3132	gene		173	5.76	309	7.36	587	11.46	222	4.27	199	4.37	198	3.96	206	4.23	159	4.47	156	3.89	359	5.52	375	7.90	864	13.77	655	11.95	443	10.32	330	9.31
gene5781	Contig_1.16	832235	832999	+	765	gene		66	8.99	102	9.95	183	14.63	80	6.31	73	6.57	75	6.15	75	6.31	67	7.70	68	6.94	132	8.31	125	10.78	259	16.91	218	16.28	144	13.73	95	10.98
gene5782	Contig_1.16	841637	844312	+	2676	gene		13	0.51	21	0.59	26	0.59	65	1.46	107	2.75	74	1.73	82	1.97	64	2.10	61	1.78	84	1.51	104	2.56	50	0.93	42	0.90	53	1.45	25	0.83
gene5783	Contig_1.16	847670	848428	-	759	gene		140	19.23	196	19.26	211	17.00	268	21.29	236	21.41	238	19.66	247	20.93	102	11.82	117	12.03	322	20.42	209	18.16	297	19.54	255	19.19	210	20.19	228	26.55
gene5784	Contig_1.16	848872	850376	-	1505	gene		149	10.32	168	8.33	207	8.41	309	12.38	378	17.29	288	12.00	302	12.91	109	6.37	120	6.22	341	10.91	241	10.56	378	12.54	389	14.77	245	11.88	225	13.22
gene5785	Contig_1.16	851309	852626	+	1318	gene		105	8.30	114	6.45	157	7.28	105	4.80	60	3.13	103	4.90	111	5.42	47	3.14	42	2.49	150	5.48	82	4.10	126	4.77	125	5.42	87	4.82	99	6.64
gene5786	Contig_1.16	853360	855011	-	1652	gene		75	4.73	92	4.15	108	4.00	342	12.48	231	9.63	276	10.48	242	9.42	155	8.25	257	12.14	271	7.90	219	8.74	169	5.11	157	5.43	133	5.87	101	5.40
gene5787	Contig_1.16	856643	857737	+	1095	gene		277	26.37	325	22.14	407	22.73	609	33.53	593	37.29	664	38.02	612	35.95	462	37.11	464	33.06	677	29.76	440	26.50	665	30.32	555	28.96	480	31.99	366	29.55
gene5788	Contig_1.16	858415	860688	+	2274	gene		58	2.66	61	2.00	43	1.16	218	5.78	218	6.60	241	6.65	206	5.83	200	7.74	230	7.89	229	4.85	192	5.57	121	2.66	141	3.54	108	3.47	112	4.35
gene5789	Contig_1.16	862891	864248	-	1358	gene		948	72.76	1313	72.13	1727	77.76	1037	46.04	896	45.43	1046	48.30	908	43.01	531	34.40	743	42.69	1850	65.57	837	40.65	1648	60.59	1440	60.58	830	44.60	902	58.72
gene5790	Contig_1.1	2215780	2217753	+	1974	gene		595	31.42	962	36.35	1261	39.06	1474	45.02	1051	36.66	1492	47.40	1379	44.94	715	31.86	712	28.14	3206	78.18	1495	49.95	1411	35.69	1497	43.33	1063	39.29	954	42.72
gene5791	Contig_1.16	864831	866749	+	1919	gene		103	5.59	170	6.61	224	7.14	135	4.24	121	4.34	140	4.57	123	4.12	62	2.84	88	3.58	314	7.88	146	5.02	290	7.55	246	7.32	141	5.36	160	7.37
gene5792	Contig_1.16	869032	870597	+	1566	gene		92	6.12	134	6.38	133	5.19	291	11.20	238	10.46	257	10.29	282	11.58	140	7.86	165	8.22	303	9.31	276	11.62	413	13.17	336	12.26	243	11.32	172	9.71
gene5793	Contig_1.16	876496	878235	+	1740	gene		0	0.00	1	0.04	0	0.00	1	0.03	3	0.12	1	0.04	1	0.04	4	0.20	2	0.09	2	0.06	2	0.08	5	0.14	4	0.13	5	0.21	1	0.05
gene5794	Contig_1.16	879046	881531	-	2486	gene		67	2.81	95	2.85	84	2.07	141	3.42	101	2.80	133	3.35	122	3.16	44	1.56	48	1.51	162	3.14	94	2.49	160	3.21	118	2.71	105	3.08	86	3.06
gene5795	Contig_1.16	882034	882939	+	906	gene		14	1.61	30	2.47	23	1.55	43	2.86	36	2.74	41	2.84	40	2.84	28	2.72	35	3.01	57	3.03	47	3.42	31	1.71	35	2.21	34	2.74	16	1.56
gene5796	Contig_1.16	884127	885532	-	1406	gene		3	0.22	8	0.42	6	0.26	13	0.56	21	1.03	10	0.45	12	0.55	38	2.38	37	2.05	18	0.62	12	0.56	3	0.11	8	0.33	7	0.36	2	0.13
gene5797	Contig_1.16	886441	887709	-	1269	gene		217	17.82	305	17.93	284	13.68	372	17.67	254	13.78	383	18.93	347	17.59	231	16.01	298	18.32	494	18.74	385	20.01	388	15.27	324	14.59	335	19.26	190	13.24
gene5798	Contig_1.16	888472	890399	-	1928	gene		527	28.49	699	27.05	788	24.99	508	15.89	533	19.03	538	17.50	549	18.32	320	14.60	385	15.58	814	20.32	455	15.56	878	22.74	691	20.48	600	22.71	475	21.78
gene5799	Contig_1.16	891035	892448	-	1414	gene		891	65.68	1247	65.79	1369	59.20	1791	76.37	1937	94.32	1651	73.22	1642	74.70	782	48.65	714	39.40	2202	74.96	1523	71.03	2295	81.04	2369	95.71	1824	94.12	1441	90.09
gene5800	Contig_1.16	896691	897479	+	789	gene		335	44.26	456	43.11	480	37.20	697	53.26	624	54.45	707	56.19	633	51.61	325	36.23	377	37.28	813	49.60	698	58.34	706	44.68	754	54.60	515	47.63	482	54.00
